fiscal_year,awarding_agency_id,funding_agency_id,annual_spending
2011,214,221,1753533.75
2011,214,222,225609.51
2011,214,223,79075368.37
2011,214,226,15738.22
2011,214,227,66347365.52
2011,214,233,4130064.77
2011,214,234,97292349.3
2011,214,237,33629689.73
2011,214,239,5997623.0
2011,214,240,16269106.84
2011,214,249,998586.88
2011,214,252,1432306.38
2011,214,262,3923085.85
2011,214,315,7400733.59
2011,214,470,12971666.18
2011,214,554,127083.47
2011,214,561,1742059.74
2011,214,655,981350.46
2011,214,685,1330150.84
2011,214,694,157573.44
2011,214,696,36658.62
2011,214,731,1293169.0
2011,214,751,1279701.12
2011,214,759,7635195.04
2011,214,767,66565403.59
2011,214,772,6544769.1
2011,214,776,2372381.35
2011,214,778,4058052.55
2011,214,782,13527410.87
2011,214,787,3565669.83
2011,214,801,5688710.61
2011,214,802,25327971.1
2011,214,806,123227055.5
2011,214,814,1192053.82
2011,214,823,3661146.22
2011,214,824,8442770.95
2011,214,825,13468045.74
2011,214,827,288833.0
2011,214,828,2631012.74
2011,214,830,60872038.81
2011,214,831,674462.85
2011,214,832,5298314.89
2011,214,840,24155593.22
2011,214,930,13866386.85
2011,214,958,30578711.86
2011,214,1141,696365.06
2011,214,1144,34461.56
2011,214,1157,410137.54
2011,214,1173,513697421.89
2011,214,1174,111448782.22
2011,214,1188,675803835.78
2011,214,1196,101299926.09
2011,214,1206,4690092.77
2011,214,1211,38765102.29
2011,214,1213,1144436.86
2011,214,1214,14850060.0
2011,214,1216,156209917.03
2011,214,1219,15404649.51
2011,214,1222,3726185.68
2011,214,1223,1380823.48
2011,214,1226,3878867.02
2011,214,1227,3269456.12
2011,214,1231,650445.6
2011,214,1239,197651.19
2011,227,,32793465.97
2011,227,227,375524406.799999
2011,228,228,447484088.04
2011,233,,100290836.13
2011,233,233,376695933.24
2011,234,,81392234.0
2011,234,234,128605909.28
2011,236,,336854229.0
2011,236,236,14696252.92
2011,236,930,6499.6
2011,237,237,808466006.209998
2011,237,753,30291.0
2011,239,227,7420217.17
2011,239,237,12275495.93
2011,239,239,377248163.98
2011,239,700,375211.25
2011,239,1188,764265.32
2011,240,240,438048393.36
2011,240,753,726902.92
2011,253,252,263949857.14
2011,253,253,937500350.96
2011,255,252,1738.0
2011,255,255,550581198.909999
2011,259,252,414052.27
2011,259,259,2169749873.24
2011,259,261,1493454.65
2011,259,1196,31340.52
2011,259,1219,3763778.86
2011,259,1227,1874580.02
2011,261,39,39195181.44
2011,261,252,214042.61
2011,261,261,81882379.86
2011,262,252,11259237.5
2011,262,262,1312725812.52
2011,263,,2311320443.86
2011,263,252,10274.07
2011,263,263,261110616.69
2011,265,265,360089768.51
2011,270,270,6447674.45
2011,271,268,175000.0
2011,271,269,9954346.4
2011,271,270,12877.7
2011,271,271,64354604.85
2011,271,272,411550.82
2011,271,273,39232.6
2011,271,274,5623583.83
2011,271,275,1719828.11
2011,271,276,410867.86
2011,271,279,73585.04
2011,271,281,9779.0
2011,271,282,2431.0
2011,271,283,9788.0
2011,271,287,82401659.03
2011,271,288,11606231.8
2011,271,290,65236968.52
2011,271,291,25099195.67
2011,271,292,32193561.72
2011,271,293,70330104.09
2011,271,301,45012605.54
2011,271,302,13984296.89
2011,271,303,1157884.59
2011,271,305,7624569.3
2011,290,,56554836.02
2011,290,290,36104308.59
2011,291,,8428295354.22001
2011,291,271,425839.84
2011,291,291,125614165.04
2011,291,292,890613354.4
2011,292,291,15392464.0
2011,292,292,7130563.34
2011,300,,9481642.69
2011,300,300,17231581.98
2011,301,,164567996.73
2011,302,,76443474.48
2011,308,,0.0
2011,308,308,97226480.88
2011,315,,3514535972.0
2011,315,7,33726.04
2011,315,48,7422501.83
2011,315,52,275885.82
2011,315,90,34378.61
2011,315,95,373910.82
2011,315,100,375792.06
2011,315,103,115708.17
2011,315,105,38964.71
2011,315,136,1484.0
2011,315,154,246247.88
2011,315,168,20510.45
2011,315,175,4135.46
2011,315,183,2655057.74
2011,315,184,50502.23
2011,315,194,7268.98
2011,315,195,10001.69
2011,315,201,48483.85
2011,315,252,3500304.83
2011,315,253,242551.38
2011,315,255,995334.35
2011,315,259,8234.81
2011,315,262,1361676.7
2011,315,263,136871.24
2011,315,265,30554.65
2011,315,266,6888.91
2011,315,315,3805399155.81999
2011,315,456,44613.33
2011,315,457,130168.44
2011,315,491,29462.91
2011,315,539,150134.58
2011,315,554,107780.05
2011,315,560,7800.0
2011,315,614,166188.87
2011,315,620,162817.31
2011,315,636,60756.79
2011,315,655,5150.0
2011,315,694,6773.02
2011,315,731,57752.11
2011,315,751,163934.48
2011,315,767,289502.88
2011,315,769,8853.4
2011,315,770,389062.85
2011,315,772,69344.8
2011,315,773,764646.26
2011,315,776,643701.11
2011,315,777,81050.68
2011,315,778,712322.12
2011,315,779,621312.11
2011,315,800,8884.62
2011,315,801,10996951.37
2011,315,802,1676954.55
2011,315,806,2635355.23
2011,315,809,5593.32
2011,315,814,1398.33
2011,315,821,14503.73
2011,315,824,6819787.97
2011,315,830,79930.22
2011,315,862,7610.0
2011,315,930,56645.91
2011,315,958,29652.99
2011,315,1127,274625.25
2011,315,1150,6676.84
2011,315,1154,36654.5
2011,315,1163,1111663.81
2011,315,1166,214479.18
2011,315,1173,11199632.29
2011,315,1174,1695964.96
2011,315,1188,2302166.56
2011,315,1196,1834544.67
2011,315,1205,9925.21
2011,315,1206,30865.77
2011,315,1209,1103791.6
2011,315,1216,41020.0
2011,315,1217,162788.95
2011,315,1219,125015.51
2011,315,1220,2790221.86
2011,315,1221,47354.8
2011,315,1223,746873.02
2011,315,1227,203512.0
2011,315,1231,32105.18
2011,320,320,116696117.35
2011,457,457,307532727.8
2011,470,470,4094329.39
2011,478,478,74424301.83
2011,479,48,34154330.79
2011,479,68,2765659.37
2011,479,457,5221814.4
2011,479,459,2665401.43
2011,479,465,4145884.43
2011,479,468,8697798.6
2011,479,478,3313070.44
2011,479,479,33697573.3
2011,479,488,5150464.35
2011,479,495,3074383.6
2011,479,496,1608833.95
2011,479,610,38270.0
2011,479,699,529927.04
2011,479,770,60630124.05
2011,479,880,14910934.08
2011,479,883,12882.8
2011,479,886,5378167.41
2011,479,1127,30349.14
2011,479,1135,31297.8
2011,479,1141,82773.12
2011,479,1146,545467.82
2011,479,1157,368526.86
2011,479,1158,721170.8
2011,479,1162,1876636.49
2011,479,1165,1425547.26
2011,486,468,49.32
2011,486,486,275820982.78
2011,487,487,4131644690.13
2011,488,488,77291852.03
2011,489,489,19147123.63
2011,491,,27931847.0
2011,491,457,15310447.0
2011,491,486,1548377.71
2011,491,491,1301554013.46
2011,495,,261719346.0
2011,503,503,657222595.539999
2011,503,1173,923056.0
2011,538,538,157183877.47
2011,539,,773158326546.0
2011,539,539,1134118230.5
2011,552,552,24258920.11
2011,554,,8714540.0
2011,554,554,240593083.56
2011,555,555,182628117.48
2011,557,557,52288.7
2011,558,558,17265051.84
2011,559,559,7984883.93
2011,560,560,4640688.4
2011,561,106,47336.0
2011,561,539,40365.0
2011,561,561,13164463575.06
2011,561,806,1222218.0
2011,561,828,5557495.0
2011,561,830,2373211.8
2011,561,834,42660.0
2011,561,1173,38125.0
2011,580,,9593530282.0
2011,580,561,78240410.0
2011,580,580,65641101.0
2011,588,,35639544.0
2011,588,561,6318114.12
2011,595,,41164963016.0
2011,610,610,3452463.92
2011,611,611,34096680.28
2011,617,617,2641029.5
2011,617,634,86601.65
2011,618,614,330841.08
2011,618,618,49118673.69
2011,618,626,256604.4
2011,618,634,3052821.5
2011,618,636,12521345.22
2011,618,638,79815653.64
2011,618,640,54250617.08
2011,620,620,405002.94
2011,634,7,2067350.06
2011,634,28,160454.99
2011,634,48,2183433.18
2011,634,95,460090.0
2011,634,149,381799.16
2011,634,150,111482.0
2011,634,153,1456549.69
2011,634,158,4620975.83
2011,634,168,169481.81
2011,634,175,667250.0
2011,634,183,6886911.71
2011,634,184,17031912.9
2011,634,186,121394.34
2011,634,193,131291046.16
2011,634,201,12385839.59
2011,634,217,324424.4
2011,634,218,50801.08
2011,634,227,125500.75
2011,634,228,768783.29
2011,634,252,5756513.92
2011,634,253,5906990.32
2011,634,255,2959939.37
2011,634,262,2074983.49
2011,634,271,94730.18
2011,634,290,7049.12
2011,634,309,15678.0
2011,634,315,11685038.14
2011,634,320,76188.64
2011,634,457,4080407.29
2011,634,539,19556948.96
2011,634,554,13398156.53
2011,634,561,51897786.36
2011,634,610,1500126.61
2011,634,611,258929.75
2011,634,614,18561387.88
2011,634,618,907332.49
2011,634,620,955329.7
2011,634,623,172846.78
2011,634,634,1995035418.24001
2011,634,636,39310354.31
2011,634,640,134507282.07
2011,634,680,1667713.98
2011,634,694,318952.0
2011,634,700,15448265.0
2011,634,731,2461388.14
2011,634,751,11507763.68
2011,634,759,39826.97
2011,634,767,513021.9
2011,634,769,495360.46
2011,634,772,6410763.86
2011,634,776,1023692.86
2011,634,782,16989539.8
2011,634,801,61991.28
2011,634,802,4682971.05
2011,634,806,559416803.62
2011,634,824,31962251.76
2011,634,831,162973.83
2011,634,862,44602897.31
2011,634,882,20441059.33
2011,634,925,32701.73
2011,634,930,5751.2
2011,634,1068,92028.52
2011,634,1139,202641.92
2011,634,1145,54134.4
2011,634,1153,46218.16
2011,634,1160,162668.0
2011,634,1173,190402447.53
2011,634,1174,469107483.109989
2011,634,1188,667762654.939989
2011,634,1196,736215860.589986
2011,634,1205,2252967.28
2011,634,1206,16021857.43
2011,634,1208,42938.52
2011,634,1209,889803.89
2011,634,1211,9855605.0
2011,634,1216,10656.42
2011,634,1217,326017.21
2011,634,1218,296747.2
2011,634,1219,18042369.84
2011,634,1221,0.0
2011,634,1222,2493259.12
2011,634,1223,161140287.57
2011,634,1226,31460.39
2011,634,1228,2606.81
2011,634,1232,12198.0
2011,634,1233,17381.0
2011,634,1234,3481.56
2011,634,1239,2389752.26
2011,636,,9636952.05
2011,636,7,18409.98
2011,636,28,26074932.47
2011,636,39,9986472.71
2011,636,48,148504.68
2011,636,98,11203.0
2011,636,99,8027.0
2011,636,100,7059.82
2011,636,103,11394.01
2011,636,104,29045.38
2011,636,106,84111.0
2011,636,120,29825.19
2011,636,127,27926.6
2011,636,130,9939311.0
2011,636,132,17585.33
2011,636,136,1231503.35
2011,636,149,15709.61
2011,636,150,194914.02
2011,636,163,31558.8
2011,636,175,54804.12
2011,636,183,503609.09
2011,636,186,13129.63
2011,636,193,2476805.08
2011,636,194,37758.48
2011,636,195,908234.57
2011,636,214,6270.2
2011,636,217,95708.2
2011,636,227,71787.86
2011,636,228,174234.85
2011,636,233,302426.51
2011,636,236,85638.6
2011,636,237,324741.05
2011,636,239,102591.85
2011,636,240,172233.8
2011,636,252,8619493.64
2011,636,253,423396.01
2011,636,255,1728827.31
2011,636,256,60866.83
2011,636,259,106843.18
2011,636,261,6285003.77
2011,636,262,6571990.46
2011,636,265,273369.83
2011,636,266,400096.0
2011,636,268,193919.84
2011,636,271,66708.85
2011,636,276,5509.3
2011,636,281,7515.16
2011,636,288,57828.26
2011,636,291,54393.05
2011,636,292,33699.19
2011,636,293,39845.24
2011,636,300,14261.23
2011,636,301,9286.0
2011,636,307,23946.52
2011,636,309,5195.0
2011,636,315,1364997.79
2011,636,456,113083.74
2011,636,459,70295.75
2011,636,468,6354.6
2011,636,470,164000.44
2011,636,478,68943.21
2011,636,491,8759419.32
2011,636,503,570831.98
2011,636,538,316526.19
2011,636,539,27372459.69
2011,636,552,155992.58
2011,636,554,164264.82
2011,636,555,9405.77
2011,636,561,5555152.46
2011,636,610,9650.0
2011,636,611,121425.73
2011,636,614,4208083.2
2011,636,617,20389.58
2011,636,618,180855.0
2011,636,634,2044747.77
2011,636,636,5608152406.37006
2011,636,655,35188.1
2011,636,693,21010.29
2011,636,694,198215.88
2011,636,696,2362.5
2011,636,697,80917.0
2011,636,700,2476021.12
2011,636,731,256224.64
2011,636,751,2052893.04
2011,636,753,197924.99
2011,636,756,61058.63
2011,636,759,199522.17
2011,636,767,6109132.79
2011,636,769,800377.13
2011,636,770,84713.6
2011,636,772,1208407.57
2011,636,773,135280.13
2011,636,776,7174181.98
2011,636,777,760163.94
2011,636,778,24381733.76
2011,636,782,2662386.93
2011,636,801,29634.87
2011,636,803,1118279.69
2011,636,806,3476288.87
2011,636,807,1918.99
2011,636,809,11571.55
2011,636,810,13111.04
2011,636,811,26910.37
2011,636,812,14263.78
2011,636,821,69724.75
2011,636,825,265510.28
2011,636,828,105320.65
2011,636,830,16055.0
2011,636,831,62883.13
2011,636,882,466148.52
2011,636,883,6095.24
2011,636,925,479040.33
2011,636,930,1490243.77
2011,636,1067,7017.67
2011,636,1068,3011304.49
2011,636,1125,25151.52
2011,636,1126,4417.5
2011,636,1130,2497.18
2011,636,1138,12396.05
2011,636,1160,31800.0
2011,636,1163,221053.79
2011,636,1170,147936.0
2011,636,1171,471581.2
2011,636,1173,9513455.77000001
2011,636,1174,1529701.08
2011,636,1188,1698539.82
2011,636,1196,1319561.51
2011,636,1205,1244316.59
2011,636,1209,19083.86
2011,636,1211,505137.0
2011,636,1217,314393.11
2011,636,1218,547456.47
2011,636,1219,1105620.97
2011,636,1221,47067.42
2011,636,1223,1599862.6
2011,636,1226,153320.2
2011,636,1231,20565.09
2011,636,1234,490704.41
2011,636,1239,160112.78
2011,638,626,16031927.96
2011,655,,6376189257.0
2011,655,655,956364545.65
2011,680,680,192689125.62
2011,685,685,94636.53
2011,687,,132806745.0
2011,687,687,2806003.58
2011,692,,86825849.0
2011,692,692,6099045.12
2011,693,,11070029103.0
2011,693,693,12435414.34
2011,694,694,41748313.31
2011,697,697,10601488.57
2011,699,699,696724.81
2011,700,,5231950148.0
2011,700,700,1896902189.69002
2011,703,700,759429.13
2011,732,,209565990.0
2011,732,731,1869908.11
2011,732,732,247600646.06
2011,751,,3760140780.0
2011,751,731,645650.89
2011,751,732,135387.69
2011,751,751,3075206209.72
2011,753,,27801126250.23
2011,753,149,280395.0
2011,753,753,615143122.74
2011,754,,2854131672.0
2011,754,754,211029855.52
2011,755,,102376533.0
2011,755,731,4035.36
2011,755,755,36343103.21
2011,755,1174,432322298.219999
2011,756,,893864214.02
2011,756,731,3019649.04
2011,756,756,40203240.45
2011,757,757,5208258.15
2011,759,759,22517228.06
2011,760,,10608405543.0
2011,760,760,27439330.74
2011,761,,7560108.23
2011,761,761,24144044.38
2011,767,767,1503379924.09
2011,767,769,6726853.42
2011,767,779,3990.38
2011,767,782,16677743.5
2011,767,787,14449519.81
2011,767,791,43168733.78
2011,767,792,1481613.0
2011,767,797,42710.13
2011,769,769,538239158.15
2011,770,770,54154871.3
2011,772,,120508026.0
2011,772,772,1853681133.69
2011,773,773,100494455.49
2011,776,776,386086416.42
2011,776,779,235319.8
2011,777,777,1531691217.75
2011,778,778,1364078732.6
2011,779,767,14642295.89
2011,779,779,221448058.29
2011,782,,1269036368887.0
2011,782,782,3036207347.76
2011,790,,131230719.59
2011,800,,49383572.0
2011,800,800,4622699.08
2011,801,,6163733252.06
2011,801,175,8834.0
2011,801,801,2397511094.71
2011,803,,676411580.0
2011,803,803,55061843.02
2011,806,,-2605.0
2011,807,,157402333.0
2011,811,806,14292.96
2011,811,811,330350043.34
2011,811,822,800526.4
2011,823,,2978856456.0
2011,823,823,468030027.78
2011,824,,7501876398.0
2011,824,824,2516532772.16999
2011,825,,120329212.0
2011,825,821,943.64
2011,825,825,347195276.920001
2011,825,840,543993.57
2011,827,,3641177219.0
2011,827,827,115069068.97
2011,828,,507803109.0
2011,828,561,16596.0
2011,828,806,3737.8
2011,828,821,24988.23
2011,828,828,265984629.4
2011,829,,173196117.0
2011,829,829,312180738.04
2011,830,,22855724896.0
2011,830,149,28445.0
2011,830,807,3361586.07
2011,830,830,2651133189.8
2011,831,,319100648928.0
2011,831,831,1158334564.55
2011,831,840,12542517.5
2011,834,,1872330585.0
2011,836,836,2278443.33
2011,836,840,39100.0
2011,840,694,5020.0
2011,840,837,3033.3
2011,840,840,735286382.470002
2011,848,,48763952649.0
2011,862,,1237636322.14
2011,862,767,60918.91
2011,862,862,4542556178.69001
2011,862,1174,488270.28
2011,862,1188,780959.0
2011,862,1216,8302794.45
2011,878,,7024028882.0
2011,882,,0.0
2011,882,882,892954275.16
2011,882,887,22950.0
2011,882,898,0.0
2011,882,900,5730.27
2011,882,901,1340411.0
2011,883,,91019628.0
2011,891,,71560628.0
2011,896,,7235744349.0
2011,896,896,139829029.11
2011,900,,3526307544.0
2011,900,900,12394742.66
2011,901,,6453083135.0
2011,901,901,3090219.94
2011,903,,31959520.0
2011,903,903,1717772.3
2011,907,,186937106.0
2011,907,907,2132013.0
2011,925,925,110133609.18
2011,928,,10004705.09
2011,930,,11239047095.07
2011,930,262,0.0
2011,930,554,40621.72
2011,930,930,11146498027.61
2011,930,935,9206.25
2011,930,960,5525724.0
2011,930,963,48767.68
2011,930,965,78730.47
2011,930,966,43462.0
2011,955,,1132732.0
2011,998,998,15951132.76
2011,999,999,-14570.0
2011,1067,1067,5826230.79
2011,1068,,16051662048.33
2011,1068,1068,906741120.270001
2011,1069,,198341.0
2011,1083,,49723255.0
2011,1085,,1305379643.0
2011,1088,,193837.0
2011,1090,,37250504181.0
2011,1098,,27621992.0
2011,1103,,2246128479.0
2011,1125,1125,1340544.19
2011,1126,1126,989370.65
2011,1128,1128,6138255.6
2011,1129,1129,24321250.22
2011,1130,1130,8414994.09
2011,1137,1137,1683084.7
2011,1141,,9753959.0
2011,1141,1141,138476.24
2011,1142,1142,1611943.42
2011,1154,,5097162.9
2011,1154,1154,31122361.87
2011,1156,,6989941.22
2011,1158,1158,4475928.18
2011,1160,1160,30000.0
2011,1163,1163,58121081.2
2011,1165,,-48811.0
2011,1166,,733048601.0
2011,1166,1166,107445127.46
2011,1170,1170,21581840.89
2011,1171,1171,13359028.4
2011,1173,,238293335.0
2011,1174,,927536948.0
2011,1174,183,121990.66
2011,1174,262,10397.65
2011,1174,315,65811.88
2011,1174,503,7741173.39
2011,1174,561,10800.0
2011,1174,634,3000.0
2011,1174,751,157000.0
2011,1174,767,3626941.0
2011,1174,772,18031237.23
2011,1174,773,405687.28
2011,1174,777,534851.3
2011,1174,782,71000.0
2011,1174,824,340406.42
2011,1174,862,58092.52
2011,1174,930,785147.2
2011,1174,1173,202144522.04
2011,1174,1174,39169177603.4502
2011,1174,1188,488983247.91
2011,1174,1196,619512995.409999
2011,1174,1205,99868.88
2011,1174,1206,11620786.3
2011,1174,1208,4299963.81
2011,1174,1209,1769809.9
2011,1174,1211,10271689.52
2011,1174,1213,456139.97
2011,1174,1216,18685700.18
2011,1174,1217,7941173.11
2011,1174,1219,48788899.99
2011,1174,1222,62957.1
2011,1174,1223,1923459.57
2011,1174,1228,776736.32
2011,1174,1231,10088054.1
2011,1174,1233,3508886.52
2011,1174,1234,31982532.5
2011,1174,1235,6981985.52
2011,1174,1239,8482750.12
2011,1188,,3469040997.0
2011,1188,150,650000.0
2011,1188,237,161537.0
2011,1188,252,233906.68
2011,1188,262,24931.0
2011,1188,459,722624.16
2011,1188,561,26657270.48
2011,1188,614,24757.45
2011,1188,700,165181571.54
2011,1188,731,142272.0
2011,1188,772,18977.8
2011,1188,778,16528591.67
2011,1188,782,22142654.08
2011,1188,862,617216.0
2011,1188,930,1006120.65
2011,1188,1173,722464835.889999
2011,1188,1174,1050544954.24
2011,1188,1188,65536143527.8191
2011,1188,1196,1852779711.96
2011,1188,1205,7026316590.32998
2011,1188,1206,48241642.1
2011,1188,1208,8155439.2
2011,1188,1209,946721.93
2011,1188,1211,9057888.22
2011,1188,1213,77803657.66
2011,1188,1214,213486.56
2011,1188,1216,62186608.06
2011,1188,1217,5132935.01
2011,1188,1218,320178.73
2011,1188,1219,130598780.45
2011,1188,1220,8832286.2
2011,1188,1221,226771.2
2011,1188,1222,3121991.44
2011,1188,1223,396002122.25
2011,1188,1226,19601705.97
2011,1188,1227,1510067.16
2011,1188,1228,684417.46
2011,1188,1231,15523929.3
2011,1188,1234,5703984.99
2011,1188,1235,534340.19
2011,1188,1239,913246971.94
2011,1196,,777102385.0
2011,1196,261,778221.7
2011,1196,772,209524.0
2011,1196,862,2139461.79
2011,1196,1173,906074935.82
2011,1196,1174,702222670.81
2011,1196,1188,1402453663.2
2011,1196,1196,32524487242.2002
2011,1196,1209,1614546.33
2011,1196,1211,2670213.31
2011,1196,1212,1500424.01
2011,1196,1213,134845662.28
2011,1196,1216,42103244.0
2011,1196,1217,5352175.39
2011,1196,1219,77062611.8
2011,1196,1222,20175.15
2011,1196,1223,3886856.22
2011,1196,1228,99631.67
2011,1196,1231,214008.14
2011,1196,1235,40697252.4
2011,1196,1239,69461.5
2011,1206,1173,798728.65
2011,1206,1206,28729663.67
2011,1208,,54849260.0
2011,1208,1208,481011883.26
2011,1208,1231,98000.0
2011,1209,1173,3391379.32
2011,1209,1174,9766119145.05998
2011,1209,1188,4248606897.45
2011,1209,1196,9271444267.41
2011,1209,1208,27387003.74
2011,1209,1209,36232890.73
2011,1209,1210,77253372.85
2011,1209,1211,50908554.7
2011,1209,1214,14572552.78
2011,1209,1216,74969956.6
2011,1209,1217,22569744.67
2011,1209,1219,101233996.98
2011,1209,1223,458376.11
2011,1209,1227,1449898.88
2011,1209,1234,15323349.86
2011,1209,1235,190967235.54
2011,1210,,8205915.0
2011,1210,1173,4160524.89
2011,1210,1174,32058628.0
2011,1210,1188,28616968.0
2011,1210,1196,113028597.0
2011,1210,1210,33430603.94
2011,1210,1216,1999362.0
2011,1210,1231,5290165.0
2011,1212,1173,2419709144.44
2011,1212,1174,10668313.59
2011,1212,1188,722065957.29
2011,1212,1196,3306116891.94
2011,1212,1212,111597937.26
2011,1212,1217,49908.32
2011,1212,1219,37969039.47
2011,1213,1173,973516.89
2011,1213,1188,1280239.6
2011,1213,1206,1720224.56
2011,1213,1213,105683685.21
2011,1214,,2231178.0
2011,1215,,-4895.0
2011,1216,,59681145.0
2011,1216,1216,290755919.53
2011,1217,48,1158303.26
2011,1217,183,19694.0
2011,1217,195,702761.15
2011,1217,252,4810.07
2011,1217,262,8075.0
2011,1217,315,9200.0
2011,1217,457,16055.0
2011,1217,539,4170.0
2011,1217,554,35844.47
2011,1217,636,0.0
2011,1217,700,20256.0
2011,1217,731,222000.0
2011,1217,751,22687671.12
2011,1217,753,15440.0
2011,1217,772,14902983.18
2011,1217,782,79189.34
2011,1217,806,9391.92
2011,1217,930,4255.0
2011,1217,1068,256376.0
2011,1217,1173,344195156.61
2011,1217,1174,241286908.13
2011,1217,1188,234430736.56
2011,1217,1196,279927440.29
2011,1217,1206,20912284.25
2011,1217,1208,573166.31
2011,1217,1209,3780318.98
2011,1217,1211,5248088.14
2011,1217,1212,408181.02
2011,1217,1213,16652524.32
2011,1217,1216,22849.2
2011,1217,1217,2146647667.74
2011,1217,1218,38055.0
2011,1217,1219,17052337.07
2011,1217,1221,145736.54
2011,1217,1222,13183304.32
2011,1217,1223,7827781.91
2011,1217,1226,1942555.3
2011,1217,1227,67269796.52
2011,1217,1228,54842527.07
2011,1217,1231,12170506.83
2011,1217,1234,135886.0
2011,1217,1235,1686399.8
2011,1217,1239,171426.12
2011,1219,,29707995.0
2011,1219,778,83999.08
2011,1219,830,253582.48
2011,1219,862,24129.35
2011,1219,930,97912.94
2011,1219,1173,633806.71
2011,1219,1174,906453357.98
2011,1219,1188,1109846089.16
2011,1219,1196,849628771.75
2011,1219,1213,9496241.46
2011,1219,1219,31198908172.4504
2011,1219,1223,627445.87
2011,1220,1173,234182.39
2011,1220,1188,40549.08
2011,1220,1220,19203356.94
2011,1221,1221,28532449.83
2011,1222,1222,6372268029.90001
2011,1223,1173,11910575.14
2011,1223,1213,82695.98
2011,1223,1223,150365988.73
2011,1224,,34609616.0
2011,1225,1225,2289.0
2011,1227,1227,114722148.56
2011,1228,,84626778.0
2011,1228,1173,147745.0
2011,1228,1188,269962.15
2011,1228,1228,212563404.05
2011,1231,,86051563.0
2011,1231,1173,121237110.93
2011,1231,1188,415160.69
2011,1231,1223,37179.0
2011,1231,1231,1136162187.36
2011,1233,,156939083.0
2011,1233,1233,28270679.22
2011,1234,1196,1730979.75
2011,1234,1234,347120039.41
2011,1235,1173,971458.0
2011,1235,1174,55746220.94
2011,1235,1188,112713770.96
2011,1235,1196,55531098.31
2011,1235,1223,223796.0
2011,1235,1235,3096278412.83
2011,1239,1239,4750915088.97
2011,1416,,66655368.0
2011,1422,,292198114.0
2011,1423,,221113566.0
2012,13,13,27223095.62
2012,48,48,54087656.96
2012,48,52,7945274.68
2012,67,,918556.07
2012,89,89,12905383.92
2012,90,90,147119.2
2012,99,99,3070203.02
2012,100,98,901103.59
2012,100,100,147856793.27
2012,100,102,1637079.5
2012,100,103,97424.19
2012,100,104,57107526.0
2012,100,105,9050626.53
2012,100,126,114964.28
2012,100,127,1136256.19
2012,100,128,298076.13
2012,100,129,22007.02
2012,100,130,217986841.71
2012,100,132,84369.76
2012,100,135,597969.42
2012,100,136,2744207.79
2012,100,138,4347114.44
2012,100,139,50129.83
2012,100,140,19357.35
2012,100,145,129532.16
2012,100,146,2722.5
2012,100,147,118733.92
2012,100,149,237720.0
2012,100,150,3840978.46
2012,103,,0.0
2012,128,,1892496.0
2012,143,,16188039.0
2012,149,,335922541.0
2012,149,95,67802.74
2012,149,136,15008.54
2012,149,149,1637771942.88
2012,149,227,70171.01
2012,149,240,4599.0
2012,149,315,62060.22
2012,149,801,665700.56
2012,149,1154,96966.97
2012,150,,1916322176.0
2012,150,150,96246414.0199999
2012,153,,8276453332.0
2012,153,108,4220.0
2012,153,123,2234653.23
2012,153,153,608593978.41
2012,153,154,126568353.57
2012,153,155,1743650.43
2012,153,163,494618775.959999
2012,154,,275710855.0
2012,154,154,48656.0
2012,155,,1374965201.0
2012,157,,445730800.8
2012,157,157,24619711.63
2012,158,,1014700635.52
2012,158,158,138877412.85
2012,159,,118647231.72
2012,159,159,995846.33
2012,163,,27996499748.0
2012,163,163,83718060.24
2012,166,,47798907.0
2012,166,121,1963746.6
2012,166,166,46337250.23
2012,168,,138125076.0
2012,168,130,10670.0
2012,168,138,8395.5
2012,168,168,201889250.76
2012,168,169,5504285.2
2012,168,170,2605200.44
2012,168,171,8479207.62
2012,169,,1238525698.0
2012,170,,3940731.0
2012,171,,68550628.0
2012,175,,26814714.0
2012,175,163,648029311.020001
2012,175,175,739884216.38
2012,176,,196203094.41
2012,176,149,5975.0
2012,176,168,2627251.84
2012,176,175,12735698.9
2012,176,176,105381136.72
2012,176,177,2239188.05
2012,176,824,866114.6
2012,184,183,426008.34
2012,184,184,45302726.2
2012,184,186,239995.32
2012,184,197,332198.13
2012,184,201,905633.38
2012,193,192,8970.0
2012,193,193,199068549.67
2012,193,196,1218239.48
2012,194,,225611900.0
2012,195,,1060522929.0
2012,195,153,108420.17
2012,195,184,17043.35
2012,195,195,763282958.230001
2012,195,196,82451869.12
2012,195,197,1042126.97
2012,195,201,2615926.95
2012,195,203,156593.25
2012,195,1196,27788.45
2012,196,,53746929.0
2012,197,,388095039.0
2012,197,183,80604.15
2012,197,184,11084619.0
2012,197,186,77300.09
2012,197,190,86920.6
2012,197,194,2802060.08
2012,197,197,144194460.5
2012,197,198,4007341.63
2012,197,202,3782950.66
2012,197,694,68713.76
2012,197,830,150142.98
2012,197,1196,6000.0
2012,200,200,361181201.2
2012,201,,7646354.0
2012,201,201,299063.0
2012,203,,4029667.0
2012,203,203,1473605.0
2012,213,213,2310219.26
2012,214,,7923987.18
2012,214,95,1312489.0
2012,214,103,4550.0
2012,214,149,9860757.33
2012,214,150,2312.0
2012,214,153,7117281.11
2012,214,154,8621219.05
2012,214,155,2294242.84
2012,214,183,106816.9
2012,214,192,2466035.78
