fiscal_year,awarding_agency_id,funding_agency_id,annual_spending
2006,554,554,75291.46
2006,555,,212526055.56
2006,555,555,1666393.72
2006,558,,12400641.26
2006,559,,5592545.93
2006,560,,529467.53
2006,561,,9675698779.33854
2006,561,153,4076583.86
2006,561,176,342991.87
2006,561,227,206153.0
2006,561,492,217623.69
2006,561,561,58607305.7
2006,561,595,486358.2
2006,561,707,742767.66
2006,561,830,8760573.1
2006,561,1173,21224578.53
2006,561,1174,4217366.82
2006,561,1188,9342109.57
2006,561,1189,7036661.7
2006,561,1196,98274801.37
2006,561,1223,6882866.64
2006,610,,3026852.1
2006,611,,45998561.98
2006,611,611,2400.0
2006,614,,10000.0
2006,617,,1869369.12
2006,633,,1766407470.14
2006,633,252,200045.16
2006,633,479,21944.07
2006,633,633,599261.28
2006,633,782,16170670.27
2006,633,827,4798282.81
2006,633,1173,7899176.89
2006,633,1174,108018401.299998
2006,633,1188,179195913.229999
2006,633,1196,190719039.229999
2006,633,1205,2224.42
2006,633,1206,1032.98
2006,633,1209,18796.9
2006,633,1211,1725984.55
2006,633,1216,4049.19
2006,633,1217,830420.39
2006,633,1219,3411087.6
2006,633,1223,2322691.99
2006,633,1226,5.93
2006,633,1227,7511.68
2006,633,1228,875.29
2006,633,1231,4797495.51
2006,633,1234,3353.1
2006,633,1239,151901.7
2006,633,1447,27761356.47
2006,635,,1009328822.39
2006,635,7,77879.94
2006,635,14,141976.0
2006,635,28,5083.04
2006,635,38,3656.5
2006,635,44,58887.52
2006,635,48,3625361.6
2006,635,89,751456.04
2006,635,95,116284354.7
2006,635,104,976089.87
2006,635,110,1930858.75
2006,635,114,316634.0
2006,635,120,1081760.03
2006,635,149,893951.81
2006,635,156,2698097.43
2006,635,168,47106.27
2006,635,179,29840.41
2006,635,183,13195464.95
2006,635,193,4632864.0
2006,635,195,3356168.49
2006,635,196,94358.67
2006,635,197,256287.34
2006,635,209,7844875.64
2006,635,228,1050062.01
2006,635,233,57748.23
2006,635,234,9717979.31
2006,635,240,601970.71
2006,635,252,27727081.33
2006,635,255,3091646.3
2006,635,257,8145.0
2006,635,262,2458673.33
2006,635,266,1595228.45
2006,635,267,54932371.25
2006,635,273,10932640.0
2006,635,309,1102719.75
2006,635,315,71335407.94
2006,635,374,4465.72
2006,635,456,16611031.4
2006,635,457,77210.49
2006,635,469,1526273.28
2006,635,470,27673888.95
2006,635,474,18000.0
2006,635,491,83021.39
2006,635,498,13964517.11
2006,635,503,834027.31
2006,635,538,74955.66
2006,635,539,4130745.07
2006,635,554,5121663.78
2006,635,561,8737428.39
2006,635,563,1348993.27
2006,635,595,575520.02
2006,635,611,1639456.06
2006,635,614,57784876.37
2006,635,618,241366.03
2006,635,626,9033342.87
2006,635,633,82058.25
2006,635,635,922091421.680001
2006,635,636,5039642.39
2006,635,640,1327678.11
2006,635,655,1577861.87
2006,635,680,1610737.73
2006,635,682,5785327.35
2006,635,685,489301.28
2006,635,700,32852492.0
2006,635,712,381411.41
2006,635,731,43198303.4
2006,635,743,29347.0
2006,635,751,5662400.67
2006,635,766,49972570.94
2006,635,769,25689.97
2006,635,772,1370617.04
2006,635,776,580106.67
2006,635,777,175050.91
2006,635,781,15644.3
2006,635,801,24901.04
2006,635,802,23724544.51
2006,635,803,10961322.01
2006,635,806,69005001.74
2006,635,824,54070516.98
2006,635,828,969646.25
2006,635,830,1043498.7
2006,635,831,133355.81
2006,635,838,1722854.28
2006,635,862,1551979.86
2006,635,867,33670509.0
2006,635,879,180324.63
2006,635,882,32387846.86
2006,635,883,36791.29
2006,635,925,15189.55
2006,635,930,939698.3
2006,635,1068,808824.29
2006,635,1103,147205.91
2006,635,1129,20655.12
2006,635,1157,72300.0
2006,635,1173,37542272.64
2006,635,1174,1703622730.44
2006,635,1181,45215.47
2006,635,1183,651167.72
2006,635,1188,335214440.52
2006,635,1189,960000.0
2006,635,1196,1193489472.78
2006,635,1203,271875.71
2006,635,1205,10440625.17
2006,635,1206,39559830.48
2006,635,1209,102208.96
2006,635,1214,1811715.62
2006,635,1217,12755104.4
2006,635,1219,3101756.26
2006,635,1220,15491423.76
2006,635,1223,1379113482.0
2006,635,1227,329521.85
2006,635,1234,498265.64
2006,635,1239,43797.47
2006,635,1242,1031823.5
2006,635,1359,1106521.48
2006,635,1437,595453.23
2006,635,1446,177862.85
2006,635,1467,55759.35
2006,636,,5061908589.5802
2006,636,45,1494.23
2006,636,261,17775.94
2006,636,491,397755.96
2006,636,542,4525.0
2006,636,614,160716.02
2006,636,636,93009532.16
2006,636,766,4820377.4
2006,636,782,253873576.01
2006,636,801,4125.0
2006,636,803,150672.48
2006,636,1437,30000.0
2006,636,1447,1411.0
2006,638,,54744847.07
2006,638,782,41781905.96
2006,655,,76538259.2
2006,655,655,6107314.84
2006,680,,27323199.33
2006,680,680,6517441.61
2006,687,,2412658.92
2006,692,,4748284.0
2006,693,,7205524.17
2006,693,693,1675133.81
2006,694,,3046500.31
2006,694,694,3574844.93
2006,697,,21957264.12
2006,699,,869948.34
2006,700,,573348974.890001
2006,700,237,0.0
2006,700,700,174868741.34
2006,732,,128807736.41
2006,732,732,5226973.32
2006,732,765,24433896.52
2006,751,,424918.43
2006,751,751,40301.0
2006,753,,104130317.09
2006,753,753,200719491.01
2006,754,,23847993.76
2006,754,754,23986.4
2006,755,,302152494.78
2006,755,755,595231.12
2006,755,1174,5581235.0
2006,756,,32200968.23
2006,756,756,732593.51
2006,757,,2437851.32
2006,757,757,552702.82
2006,759,,21573214.53
2006,759,759,41978.18
2006,760,,45812569.9
2006,760,760,3174253.16
2006,760,1437,69080793.2
2006,761,,10486770.43
2006,761,761,5141810.3
2006,767,,240599710.06
2006,767,767,4328967.71
2006,767,782,316549.0
2006,769,,80483761.0100001
2006,769,769,449082.78
2006,772,,1682864624.8
2006,772,767,10612.5
2006,772,772,79259299.7499999
2006,773,,50684145.41
2006,773,474,788972.56
2006,773,773,7176887.74
2006,776,,315200231.96
2006,776,614,73281.6
2006,776,766,119450.87
2006,776,776,19499203.85
2006,777,,201243596.78
2006,777,777,677881182.97
2006,777,882,5884920.84
2006,778,,221952780.16
2006,778,470,698637.93
2006,778,767,11964.0
2006,778,769,75000.0
2006,778,776,726.3
2006,778,778,226047721.05
2006,779,,87094573.78
2006,779,469,3018.4
2006,779,767,14790738.0
2006,779,776,57326.8
2006,779,778,20610.0
2006,779,779,26150538.1
2006,779,1437,51310.68
2006,782,,490121582.440001
2006,782,48,2432.65
2006,782,263,23688.0
2006,782,456,4768.4
2006,782,773,149518.5
2006,782,778,12888.3
2006,782,782,481283427.32
2006,782,1437,342738.0
2006,801,,1377638061.42
2006,801,801,170395710.09
2006,802,,530922.88
2006,803,,57422930.45
2006,811,811,117000000.0
2006,821,,17416909.97
2006,821,806,144160.5
2006,821,823,17604.72
2006,821,824,7723.68
2006,821,828,37700559.09
2006,821,829,3648.8
2006,823,,440051953.0
2006,824,,301077563.52
2006,824,824,143878765.89
2006,824,830,0.0
2006,825,,196830502.7
2006,825,806,1707455.0
2006,825,824,103434.78
2006,825,825,12114587.39
2006,825,830,109729.67
2006,827,,54184821.5
2006,827,806,6500.0
2006,827,827,483786.55
2006,828,,231057656.85
2006,828,709,111228.75
2006,828,806,773999.54
2006,828,821,90876.82
2006,828,824,25136.64
2006,828,827,44931.0
2006,828,828,269738449.96
2006,828,829,9024.0
2006,828,830,1060016.82
2006,829,,31647612.04
2006,829,829,620697.0
2006,830,,1545943751.3
2006,830,105,8908581.3
2006,830,121,0.0
2006,830,709,122771.0
2006,830,806,2570362.89
2006,830,824,58880.0
2006,830,828,3794803.96
2006,830,829,38711.0
2006,830,830,611222795.749998
2006,830,831,36918.0
2006,831,,662699006.38
2006,831,805,91000.0
2006,831,806,43404015.27
2006,831,830,6443335.04
2006,831,831,112541230.41
2006,836,,971246.0
2006,836,827,421950.68
2006,836,836,300291.0
2006,840,,278942971.01
2006,840,806,3592615.35
2006,840,827,5555061.77
2006,840,836,744998.58
2006,840,840,60797996.64
2006,862,,2321449599.79001
2006,862,195,14588.91
2006,862,239,349452.83
2006,862,633,4500.0
2006,862,731,16920.17
2006,862,751,232933.5
2006,862,830,55000.0
2006,862,862,1331308945.98
2006,862,864,529500.0
2006,862,930,15301.52
2006,882,,63334814.3
2006,882,882,56900.0
2006,909,,13665369.92
2006,909,909,4559051.24
2006,925,,30333421.19
2006,925,925,11615899.47
2006,930,,3549901478.51
2006,930,930,1897264006.84
2006,998,,14223640.8
2006,1067,,2535670.32
2006,1068,,94465688.94
2006,1068,1068,178326336.95
2006,1068,1433,247471.3
2006,1082,,9343.52
2006,1126,,993573.69
2006,1128,,5169007.38
2006,1129,,7588098.66
2006,1130,,8963287.19
2006,1137,,924999.08
2006,1137,1137,49780.0
2006,1139,,707004.76
2006,1141,,229728.0
2006,1142,,242256.38
2006,1150,1150,4032173.81
2006,1154,,1091856875.45
2006,1154,1154,157894.91
2006,1163,,27123716.68
2006,1163,1163,59994.0
2006,1166,,18080688.6
2006,1170,,3942130.84
2006,1170,1170,6486.0
2006,1171,,7056452.58
2006,1171,1171,2450.0
2006,1174,1,341526.0
2006,1174,7,945126.0
2006,1174,104,17684925.0
2006,1174,252,82587.0
2006,1174,262,6590.0
2006,1174,378,1227748.0
2006,1174,503,57998825.32
2006,1174,709,11000.0
2006,1174,772,582415.26
2006,1174,830,379647.0
2006,1174,862,2607596.47
2006,1174,925,549519.24
2006,1174,993,58000.0
2006,1174,1173,33482773.86
2006,1174,1174,22965351258.8399
2006,1174,1188,362723230.0
2006,1174,1196,118509857.13
2006,1174,1205,661234.35
2006,1174,1206,1606205.0
2006,1174,1208,13323.0
2006,1174,1209,2423030.0
2006,1174,1211,5497442.04
2006,1174,1217,21461.0
2006,1174,1219,26719074.78
2006,1174,1222,92513.0
2006,1174,1223,4110890.23
2006,1174,1226,250000.0
2006,1174,1228,440520.0
2006,1174,1231,12580420.62
2006,1174,1233,750499.0
2006,1174,1234,526490.0
2006,1174,1235,26778.2
2006,1174,1239,54148.0
2006,1188,,56550.0
2006,1188,1,1823163.5
2006,1188,37,7600.0
2006,1188,183,110043.0
2006,1188,184,0.0
2006,1188,195,71791.0
2006,1188,227,83784.0
2006,1188,228,111708.0
2006,1188,237,29556.0
2006,1188,240,6014.0
2006,1188,252,8757348.0
2006,1188,265,6871.0
2006,1188,309,23547.0
2006,1188,315,1545478.0
2006,1188,485,192112.0
2006,1188,494,2713756.0
2006,1188,503,515205.0
2006,1188,536,105366.0
2006,1188,538,45180.0
2006,1188,561,1678390.0
2006,1188,614,351865.93
2006,1188,623,6011773.31
2006,1188,624,183749.0
2006,1188,633,257997.0
2006,1188,700,571693.0
2006,1188,705,2596649.0
2006,1188,708,84945.0
2006,1188,766,4405554.0
2006,1188,772,248847.0
2006,1188,778,584513.0
2006,1188,803,57960.0
2006,1188,862,20000.0
2006,1188,1068,93677.0
2006,1188,1074,3198142.0
2006,1188,1096,16392.0
2006,1188,1102,5000.0
2006,1188,1103,7423.0
2006,1188,1154,5191478.0
2006,1188,1173,494235573.32
2006,1188,1174,65003027.12
2006,1188,1188,39680753521.0401
2006,1188,1196,296061244.47
2006,1188,1205,2858150132.39
2006,1188,1206,17596098.0
2006,1188,1208,2489575.0
2006,1188,1209,2128056.0
2006,1188,1214,341699.0
2006,1188,1216,26937868.0
2006,1188,1217,263908.5
2006,1188,1219,9999588.0
2006,1188,1220,4964271.63
2006,1188,1222,8407563.91
2006,1188,1223,275032515.61
2006,1188,1226,5837689.0
2006,1188,1227,200207.0
2006,1188,1228,1433920.0
2006,1188,1231,34255245.0
2006,1188,1235,533953.0
2006,1188,1239,1084604722.94
2006,1188,1242,482434.0
2006,1188,1432,117112.0
2006,1188,1437,-98657.78
2006,1188,1439,14034912.0
2006,1188,1445,160854.0
2006,1188,1447,23904669.96
2006,1188,1451,1442893.0
2006,1196,870,136208.0
2006,1196,1188,771.0
2006,1196,1196,21101609983.26
2006,1196,1219,5980.0
2006,1196,1223,345280.0
2006,1208,1208,171382250.15
2006,1208,1223,12137.0
2006,1209,1174,394618476.69
2006,1209,1188,3119711.97
2006,1209,1196,4279849.8
2006,1209,1209,58944649.19
2006,1209,1210,2332306.0
2006,1209,1219,1485621.06
2006,1209,1235,195892.0
2006,1210,930,60121.0
2006,1210,1174,2186624.0
2006,1210,1188,7098931.0
2006,1210,1196,2918873.0
2006,1210,1210,71348484.0
2006,1210,1216,399994.0
2006,1210,1219,325302.0
2006,1211,1211,1863467833.0
2006,1212,1196,691538.0
2006,1214,1214,3535091044.0
2006,1216,1216,66873391.0
2006,1217,184,15750.0
2006,1217,252,246914.0
2006,1217,262,50960.0
2006,1217,751,10935903.68
2006,1217,766,1400.0
2006,1217,772,6540979.12
2006,1217,808,1471410.0
2006,1217,930,436700.0
2006,1217,1125,1880574.0
2006,1217,1173,170905283.22
2006,1217,1174,111850875.23
2006,1217,1188,72261869.19
2006,1217,1196,70475674.89
2006,1217,1206,366282.9
2006,1217,1209,789118.0
2006,1217,1211,97517.0
2006,1217,1212,249137.0
2006,1217,1213,7610.0
2006,1217,1214,23105.0
2006,1217,1215,1366573.0
2006,1217,1217,1300273958.2
2006,1217,1219,1090354.03
2006,1217,1222,10025006.39
2006,1217,1223,11445262.0
2006,1217,1231,14345050.97
2006,1217,1234,5318435.0
2006,1217,1239,2723030.93
2006,1217,1242,32451308.35
2006,1219,10,135080.0
2006,1219,176,12664.64
2006,1219,237,-4567274.0
2006,1219,772,962493.0
2006,1219,825,2118313.0
2006,1219,1173,32254.7
2006,1219,1174,28222709.0
2006,1219,1188,11358011.0
2006,1219,1196,5430962.0
2006,1219,1219,26093977770.53
2006,1220,1220,4544058.0
2006,1222,1222,5439120810.43
2006,1223,1223,202994515.4
2006,1227,1173,3770764.0
2006,1227,1174,542369.0
2006,1227,1188,246414.0
2006,1227,1196,576958.0
2006,1227,1227,32384753.62
2006,1228,1228,120802735.05
2006,1231,1173,14345966.17
2006,1231,1210,52500.0
2006,1231,1231,167473887.0
2006,1233,1233,14279170.07
2006,1234,1234,159607884.0
2006,1235,1235,2549147693.77
2006,1239,1239,4333368873.0
2007,48,,7663981.88
2007,48,48,96576.25
2007,48,50,82495.36
2007,48,51,956746.18
2007,48,52,7112410.53
2007,48,53,477315.21
2007,48,54,193797.53
2007,48,55,122252.08
2007,48,56,201039.65
2007,48,57,183485.58
2007,48,59,30045.8
2007,48,63,209514.9
2007,48,73,76987.24
2007,67,,34767789.0
2007,67,67,1114262.38
2007,89,,11478727.21
2007,89,89,419170.88
2007,90,,9790166.99
2007,95,,127184.0
2007,99,,1441963.19
2007,99,99,1816.08
2007,100,,26326220.47
2007,100,98,833102.86
2007,100,100,45184468.54
2007,100,102,2656920.84
2007,100,103,23927.61
2007,100,104,15920123.66
2007,100,126,379211.98
2007,100,127,849043.49
2007,100,128,179271.88
2007,100,129,197904.16
2007,100,130,110570087.53
2007,100,131,26687.09
2007,100,132,23631.72
2007,100,135,618525.23
2007,100,136,17204023.71
2007,100,138,163809.19
2007,100,139,10170.0
2007,100,140,1999.22
2007,100,146,11991.84
2007,100,150,2883328.01
2007,128,,35000.0
2007,149,,831112001.860003
2007,149,95,21878.54
2007,149,149,49275923.71
2007,150,,86431346.44
2007,150,95,16408.88
2007,150,150,4129061.25
2007,153,,901317158.77
2007,153,95,45420.0
2007,153,103,8490.98
2007,153,123,6518691.38
2007,153,153,1520043.25
2007,153,154,7867.88
2007,153,155,605364.87
2007,153,163,331031272.27
2007,153,164,320895.54
2007,155,,1392565149.0
2007,157,,36146816.0
2007,158,,82501875.25
2007,158,158,995345.3
2007,159,,7284473.0
2007,163,,16971310.41
2007,163,163,411051.11
2007,166,,131103273.37
2007,168,,182403686.81
2007,168,95,22100.0
2007,168,168,128570772.79
2007,168,169,1052193.57
2007,168,170,1298319.99
2007,168,171,4412335.76
2007,168,614,475000.0
2007,175,,32722041.19
2007,175,163,301343154.25
2007,175,175,680067113.65
2007,176,,332698914.500001
2007,176,175,11848430.59
2007,176,176,24762959.55
2007,176,177,561391.32
2007,177,,50000.0
2007,183,,92874.7
2007,184,,58204093.98
2007,184,183,1603.04
2007,184,184,19308486.0
2007,193,,165073926.82
2007,193,193,3134195.45
2007,194,,307143081.0
2007,195,,553520627.02
2007,195,153,123016.0
2007,195,183,210404.66
2007,195,184,277303.51
2007,195,192,1262871.18
2007,195,194,1813186.32
2007,195,195,48105195.67
2007,195,196,12056.0
2007,195,197,179568.0
2007,195,201,430761.64
2007,197,,97911775.14
2007,197,197,271004.15
2007,197,198,2348660.79
2007,197,205,0.0
2007,200,,207201842.31
2007,200,176,2899410.0
2007,200,200,5505402.49
2007,214,,140228722.03
2007,214,10,575612.44
2007,214,48,6454357.02
2007,214,52,4015507.45
2007,214,67,1424139.28
2007,214,78,87791.06
2007,214,95,1220887.98
2007,214,100,878056.73
2007,214,103,813352.9
2007,214,104,3036019.09
2007,214,110,7166889.85
2007,214,120,19121.47
2007,214,130,1383809.5
2007,214,149,482172.51
2007,214,153,25950.0
2007,214,155,3277970.12
2007,214,157,288115.18
2007,214,175,0.0
2007,214,176,-201.0
2007,214,177,394774.37
2007,214,183,96120.0
2007,214,192,434449.82
2007,214,195,295174.22
2007,214,209,408223.79
2007,214,212,570443.76
2007,214,214,115791417.93
2007,214,218,18580937.44
2007,214,223,19846331.79
2007,214,224,5528.0
2007,214,227,631684.1
2007,214,228,369474.64
2007,214,233,105264.57
2007,214,234,43354750.45
2007,214,237,332555.29
2007,214,239,2327493.5
2007,214,240,1696563.74
2007,214,249,138272.85
2007,214,252,4048319.16
2007,214,253,507128.0
2007,214,259,3400.0
2007,214,262,9776081.73
2007,214,270,137856.71
2007,214,301,222816.33
2007,214,315,8170895.38
2007,214,338,480767.28
2007,214,363,675819.12
2007,214,456,52921.05
2007,214,470,54595.45
2007,214,474,8067.75
2007,214,488,22750.0
2007,214,491,15171140.14
2007,214,503,857946.11
2007,214,538,7196.09
2007,214,554,41179.4
2007,214,614,312119530.18
2007,214,686,216000.0
2007,214,731,133959.83
2007,214,753,1155372.0
2007,214,759,7119616.47
2007,214,760,41432.86
2007,214,766,30995218.66
2007,214,767,6880.56
2007,214,772,9001402.81
2007,214,773,3625245.63
2007,214,776,836497.59
2007,214,777,361711.22
2007,214,778,990061.27
2007,214,779,346555.04
2007,214,782,415826.49
2007,214,783,3055000.0
2007,214,785,0.0
2007,214,786,110406.6
2007,214,787,11549414.06
2007,214,789,366720.76
2007,214,801,386463.58
2007,214,802,1339836.4
2007,214,806,19871495.09
2007,214,809,222255.86
2007,214,810,389003.74
2007,214,814,7816.57
2007,214,821,1190121.84
2007,214,824,2652397.95
2007,214,825,267126.18
2007,214,827,5307567.89
2007,214,830,26242221.15
2007,214,832,775073.43
2007,214,834,527752.89
2007,214,836,2839.5
2007,214,848,601759.72
2007,214,862,5239591.3
2007,214,1139,685.78
2007,214,1141,13185.0
2007,214,1150,19556.31
2007,214,1157,53449.32
2007,214,1173,66780821.77
2007,214,1174,157220834.74
2007,214,1188,165109276.13
2007,214,1196,127213730.52
2007,214,1205,461984.59
2007,214,1206,4377616.44
2007,214,1211,3085309.54
2007,214,1214,810134.79
2007,214,1215,974760.16
2007,214,1216,51174798.8
2007,214,1217,22266.0
2007,214,1219,13667179.94
2007,214,1222,668877.9
2007,214,1223,323353833.21
2007,214,1226,1826332.81
2007,214,1227,468139.39
2007,214,1228,76563.69
2007,214,1231,96091.98
2007,214,1234,41543.34
2007,214,1235,233364.67
2007,214,1239,11202344.1
2007,214,1242,1815.0
2007,214,1437,1734071.77
2007,214,1440,1221218.26
2007,227,,274651741.93
2007,227,227,17576481.92
2007,228,,213388754.81
2007,228,228,45186748.06
2007,233,,146104459.88
2007,233,233,38852689.6
2007,234,,138879060.73
2007,234,234,4319470.01
2007,236,,14237508.96
2007,236,236,2966205.64
2007,237,,495683268.210001
2007,237,110,52958.0
2007,237,209,266282.0
2007,237,237,30207447.28
2007,239,,227606117.319999
2007,239,209,6239.04
2007,239,239,30543564.15
2007,240,,171831577.43
2007,240,230,12366.08
2007,240,240,10070462.63
2007,253,,907611199.640001
2007,253,253,61027431.56
2007,255,,258593048.430001
2007,255,255,47529059.79
2007,259,,1412671155.24999
2007,259,252,8050.0
2007,259,259,381683002.86
2007,259,823,15000.0
2007,261,,516394679.43
2007,261,252,122059.66
2007,261,261,399151.51
2007,262,,838182738.129999
2007,262,262,27850919.53
2007,263,,2529151336.96
2007,263,263,21338202.43
2007,265,,118277436.97
2007,265,265,22868238.0
2007,270,,1202290.54
2007,270,270,395789.27
2007,271,,133668979.11
2007,271,153,5730.0
2007,271,268,1064088.07
2007,271,269,1357899.08
2007,271,270,30323.64
2007,271,271,37557313.48
2007,271,272,459196.0
2007,271,273,52034.13
2007,271,274,264008.6
2007,271,275,238762.07
2007,271,279,343808.66
2007,271,284,10397.34
2007,271,287,16012152.08
2007,271,288,2479836.82
2007,271,290,3223294.17
2007,271,291,38377251.26
2007,271,292,39393577.61
2007,271,293,35437884.92
2007,271,301,11062560.77
2007,271,302,485097.83
2007,271,303,1022918.91
2007,271,305,3761525.19
2007,271,1441,5830.0
2007,290,,40621643.82
2007,290,290,637525.47
2007,291,,151478003.53
2007,291,291,467863153.58
2007,291,292,1276713.0
2007,292,,1089155.76
2007,300,,25031080.17
2007,300,300,1109724.48
2007,308,,77441960.11
2007,308,308,122784.85
2007,315,,1996135616.57
2007,315,7,208369.78
2007,315,48,253192.0
2007,315,52,14790.42
2007,315,90,3944.0
2007,315,95,605799.72
2007,315,103,7533.23
2007,315,119,43960.1
2007,315,154,72009.63
2007,315,183,1010777.51
2007,315,201,8000.0
2007,315,209,2700.0
2007,315,236,30980.0
2007,315,252,2828469.42
2007,315,255,1483326.99
2007,315,261,5744.44
2007,315,262,264066.08
2007,315,263,4562.54
2007,315,266,87695.16
2007,315,269,6894.0
2007,315,273,27130.88
2007,315,274,69388.64
2007,315,315,676089294.619996
2007,315,456,337023.32
2007,315,469,344876.82
2007,315,474,342706.21
2007,315,503,7204.0
2007,315,539,45194.2
2007,315,552,5623.81
2007,315,561,11000.0
2007,315,614,8082.41
2007,315,615,3258.0
2007,315,620,1612810.14
2007,315,636,6626.36
2007,315,655,12781.5
2007,315,751,111363.29
2007,315,753,16575.0
2007,315,766,470197.53
2007,315,767,605176.43
2007,315,769,7146.64
2007,315,772,16613.0
2007,315,773,71252.56
2007,315,776,353039.47
2007,315,777,7088.0
2007,315,778,494467.72
2007,315,779,310761.12
2007,315,801,11192.0
2007,315,802,42687.46
2007,315,806,956863.33
2007,315,824,7563287.67
2007,315,830,269292.72
2007,315,832,4778.0
2007,315,883,4305.0
2007,315,930,49666.19
2007,315,932,35574.03
2007,315,1154,24988.0
2007,315,1163,352484.74
2007,315,1173,1986217.44
2007,315,1174,1967290.13
2007,315,1188,700509.11
2007,315,1196,1581883.68
2007,315,1205,145702.25
2007,315,1206,31500.0
2007,315,1208,40900.0
2007,315,1209,97790.0
2007,315,1211,138058.06
2007,315,1214,14423.64
2007,315,1217,10290.0
2007,315,1219,107072.1
2007,315,1220,421745.16
2007,315,1223,49567.04
2007,315,1235,3278.0
2007,320,,0.0
2007,456,,1554645.0
2007,457,,70547481.82
2007,457,456,3757.95
2007,457,457,18220802.73
2007,478,,16487251.98
2007,478,478,637555.69
2007,479,,8123389.44
2007,479,28,9772.18
2007,479,44,9759.31
2007,479,48,2698170.78
2007,479,63,41553235.65
2007,479,68,2496333.05
2007,479,95,154017.46
2007,479,149,666903.02
2007,479,150,1086.62
2007,479,176,24621.85
2007,479,193,143323.05
2007,479,195,913940.62
2007,479,197,3353.56
2007,479,201,2486.96
2007,479,209,55216.8
2007,479,213,1088155.24
2007,479,227,326960.34
2007,479,233,185274.41
2007,479,234,1160.11
2007,479,237,25951.38
2007,479,239,104236.2
2007,479,240,218315.54
2007,479,252,2368430.28
2007,479,255,30831.84
2007,479,259,22825.26
2007,479,262,2750.46
2007,479,265,186330.64
2007,479,266,15395.07
2007,479,267,81727.88
2007,479,271,1918713.6
2007,479,300,11505.74
2007,479,315,235020.45
2007,479,340,32255.63
2007,479,350,29672.24
2007,479,456,524948.98
2007,479,459,2854427.55
2007,479,465,3233760.49
2007,479,468,3773406.53
2007,479,470,3789899.12
2007,479,478,54061.5
2007,479,479,20571918.2
2007,479,491,79300.66
2007,479,495,5134829.51
2007,479,503,717331.02
2007,479,535,225.4
2007,479,539,33958.32
2007,479,554,89430.0
2007,479,560,1230.73
2007,479,561,5725002.14
2007,479,610,70655.37
2007,479,614,704409.46
2007,479,636,77910.49
2007,479,680,3566768.63
2007,479,682,724600.69
2007,479,685,517282.44
2007,479,696,12750.0
2007,479,699,154489.82
2007,479,700,20043.47
2007,479,732,7491.0
2007,479,751,170686.72
2007,479,753,27317.79
2007,479,766,9099253.16
2007,479,769,37200.24
2007,479,770,3652067.21
2007,479,772,210173.55
2007,479,776,4321145.69
2007,479,778,162069.07
2007,479,779,25105.6
2007,479,782,199315.4
2007,479,801,1021212.35
2007,479,803,40227.94
2007,479,806,6755.28
2007,479,821,7847.93
2007,479,824,6498283.47
2007,479,825,2475.29
2007,479,829,6156.8
2007,479,830,17931113.51
2007,479,831,18154.12
2007,479,853,1004603.95
2007,479,879,129954.56
2007,479,880,8992398.94
2007,479,882,450587.47
2007,479,886,2517263.1
2007,479,925,5412.98
2007,479,1068,85765.05
2007,479,1135,353419.93
2007,479,1146,729216.76
2007,479,1162,2000160.43
2007,479,1165,258759.91
2007,479,1169,33859.65
2007,479,1173,12552007.95
2007,479,1174,12142330.77
2007,479,1188,69601259.89
2007,479,1196,9443155.62
2007,479,1209,12413.64
2007,479,1217,16290.0
2007,479,1219,485826.45
2007,479,1223,2212831.24
2007,486,,77937216.96
2007,486,486,77785798.67
2007,487,,1127283569.44
2007,487,487,27799775.24
2007,488,,64681131.48
2007,488,488,18227098.01
2007,489,,18351398.81
2007,489,489,3600.0
2007,491,,620535.96
2007,491,457,65705937.83
2007,491,491,873450842.780002
2007,495,,41188052.0
2007,503,,335512043.96
2007,503,503,3842835.99
2007,503,552,5000.0
2007,538,,59858697.21
2007,538,176,134744.55
2007,538,538,6327.86
2007,539,,623993404299.36
2007,539,539,1173403.05
2007,552,,8528753.23
2007,552,552,16547.57
2007,554,,125306474.75
2007,554,554,346886.55
2007,555,,173736720.68
2007,555,555,1538302.73
2007,558,,9319676.0
2007,559,,2580382.39
2007,559,559,93795.86
2007,560,,570061.54
2007,560,560,219090.61
2007,560,1470,75000.0
2007,561,,11176308388.6678
2007,561,561,83663472.06
2007,561,1174,229586.96
2007,561,1196,60669466.87
2007,610,,4663645.35
2007,611,,43131161.1600001
2007,611,611,31600.0
2007,617,,3303716.22
2007,620,,60845.35
2007,633,,1718256846.40998
2007,633,39,387882.0
2007,633,197,2646035.0
2007,633,209,120440.0
2007,633,262,14092.73
2007,633,456,4161913.03
2007,633,633,828120.53
2007,633,806,237376.19
2007,633,830,485167.0
2007,633,831,716055.38
2007,633,970,43290.0
2007,633,1068,8800.0
2007,633,1173,3360582.2
2007,633,1174,146731179.240004
2007,633,1188,195218192.070011
2007,633,1196,139262346.099999
2007,633,1205,2625.42
2007,633,1208,170.4
2007,633,1209,53100.41
2007,633,1214,985977.52
2007,633,1216,5912.59
2007,633,1217,154004.58
2007,633,1219,2132507.71
2007,633,1223,304037.25
2007,633,1226,538.71
2007,633,1227,17516.21
2007,633,1228,181.5
2007,633,1231,243566.08
2007,633,1234,16145.01
2007,633,1239,161045.54
2007,634,634,651352.0
2007,634,1188,3517017.9
2007,635,,1143430668.09
2007,635,1,9200107.52
2007,635,7,561149.23
2007,635,28,198571.18
2007,635,36,414985.81
2007,635,38,33093.16
